author,published,like_count,comment
77cambo77,2021-04-18T23:57:47Z,0,I will abandon Arsenal after 27 years if this goes forward. I will burn my shirts too if I have to. I have always had a soft spot for Nottingham Forest. Maybe Southampton
TheFPSHOLLAND,2021-04-18T23:57:40Z,0,Gary is a 100% right in this one!
VivekCNair-jy4ct,2021-04-18T23:57:09Z,1,"Super league begins...

Real Madrid 8 Arsenal 2

AFTV - It's time to go!!"
ch_ginge,2021-04-18T23:57:06Z,0,Two things... nothing Gary has said here is wrong from my standpoint... but I’d like to see him back it up when the ESK comes knocking for Sky contracts next year to broadcast it 🤮🤮 horrible horrible competition and Liverpool included should be punished heavily
paddyconnolly7576,2021-04-18T23:57:05Z,1,From a Liverpool fc fan well said gary
alanwatkins1586,2021-04-18T23:56:35Z,0,Kick them out of the League NOW
thelstan5065,2021-04-18T23:56:24Z,0,Hahhaha
joekarlson-bond6310,2021-04-18T23:56:23Z,0,"Couldn’t of said it better myself! I’m an arsenal fan but if they have signed a letter of intent to join this super league deduct them points even relegate all six clubs to the bottom tier of English football and let them work their way back up to the top, absolutely disgusting"
ozzypedraza8107,2021-04-18T23:56:01Z,0,Absolutely heartbreaking stuff I love football way too much for this
encikhamri,2021-04-18T23:55:57Z,0,✊🏻from 🇲🇾
zoesmith1536,2021-04-18T23:55:41Z,1,What does that mean? The premier League still continues? They still play in the PL?
paulgillen1978,2021-04-18T23:55:10Z,0,"Devils advocate a bit, if we want to protect the English leagues from the power of the ‘big’ six clubs, let them p*ss off. Top players wont go to the clubs without being allowed to play international football so will be teams of has beens past their peak looking for a final pay cheque."
Seal1885,2021-04-18T23:55:02Z,0,Well said gazza
leedsboy64,2021-04-18T23:55:01Z,15,My opinion of Gary Neville goes up all the time  balanced honest intelligent and funny   This from a Leeds United fan of 47 years
wade6346,2021-04-18T23:54:45Z,0,All broadcasters please make it known that you won't stream this league if it happens
kawsarhussain7942,2021-04-18T23:54:30Z,0,Lol it’s funny when football players talk about greed
stuart9687,2021-04-18T23:54:21Z,1,Talk about over reaction.
bobtan101,2021-04-18T23:54:19Z,0,Go back to the NBA yankees
mrbau6599,2021-04-18T23:53:25Z,0,Don't be fooled guys I still don't understand the whole details but it's skysports and they're the sponsors of the epl of course they're gonna say this I'd expect no less from other TV chains like France or Spain but I still don't understand wtf is going on with his superleague
brfcjv,2021-04-18T23:53:18Z,0,so much passion in football but now in the wrong thing
theoriginalewan7814,2021-04-18T23:53:12Z,1,"Gary got it spot-on. I’ve been a United fan for the whole 18 years of my life and for once, I’m ashamed. I’m so sick of these donuts buying the vast majority, if not all of, football clubs then exploiting them not for the club’s benefit, not for the benefit of the fans in a pandemic and global crisis but  rather, their own.

I’m not sure what to do now. Do I support another club, which is an act so shameful as a fan? Do I just stop watching football in general? I’m so confused. The sport I’ve loved for so long is just dead. Money’s killed it. These higher-ups need to stop acting like a bunch of greedy yes-men and start acting like *human beings.*"
DidIMakeYouThink,2021-04-18T23:52:37Z,0,Lol @ Garry going all Kevin Keegan....
clipped6963,2021-04-18T23:52:36Z,1,guys its so simple just expand the champions league no need to make a new money league
jayjay5640,2021-04-18T23:52:32Z,0,"Absolutely agree Gary, well done lad go get em mate."
oliverspratt9203,2021-04-18T23:52:04Z,1,Perfect way to say it Gary
Jordan-ko7me,2021-04-18T23:51:54Z,0,1:08😳😳😳😳When the imposter 🥵is sus 🚨😳😳😳😳
marcus839,2021-04-18T23:51:08Z,52,"As a Liverpool fan, I support and 100% Gary Neville.  It doesn’t matter what team you support. We are United as one because we support the beautiful game"
KaticanArts,2021-04-18T23:50:23Z,0,Well Brighton winning the league
itstherefsfault7083,2021-04-18T23:50:06Z,0,Aboy gary
Barfyman362.,2021-04-18T23:49:53Z,0,How many of the owners are foreign? That probably has a lot to do with it. They don't have the same connection.
Roeinesmati,2021-04-18T23:49:51Z,0,"They just announced it, they are banned from the champions league next year, and champions league now is postponed"
thetruthisbest6348,2021-04-18T23:49:38Z,0,This is why Manchester United started a Women's team. They knew full well what was going on. Greed is the explanation.
GazzDeee,2021-04-18T23:49:38Z,0,Go on Gary!!! Agree with every word! And well done to you for speaking so honestly on behalf of fans!!
swagman9751,2021-04-18T23:49:37Z,0,Keep Fulham Newcastle Sheffield United up and relegate Manchester United man city arsenal down to non leauge and promote leauge 1 2 and championship sides
welshgaming6011,2021-04-18T23:49:31Z,0,Arsenal fan here and 100% agree with Gary. Relegate the lot of them. Its a sad day indeed.
thomassmith6154,2021-04-18T23:49:22Z,0,RIP football absolutely disgusting and disgraceful
brendameistar,2021-04-18T23:49:05Z,0,"This is ridiculous, ban all the clubs involved from all domestic and European competitions until they pledge to never be silly again."
pedrom4642,2021-04-18T23:48:55Z,0,they agree beacuase sky sports is losing with this super league
mjjallow2257,2021-04-18T23:48:39Z,0,Is a disgrace to clubs owners
munirafghan7242,2021-04-18T23:48:21Z,3,This is absolutely disgraceful being a United fan for the past 20 years and this is how my club and the others will treat us fans like this . Gary is right punish them so they realise how they are playing with our feelings us football fans will not let this happen otherwise I would rather support my local club Queen’s Park rangers. I will stop supporting Man Utd if they do this
swagman9751,2021-04-18T23:48:08Z,0,Being a big club isnt having lots of fans or having lots of trophies or alot of history its about money Aston villa for example won a champions leauge a div 1 leauge title champions leauge they are a big club but bc they dont have alot of money there not classed as a big club Leeds United another one
skottmcg,2021-04-18T23:47:49Z,0,What a joke. Everton and Aston Villa have more titles than Spurs. Last won something in 2007.. Ajax have won 4 EuroCups/CL...Sevilla have won EL/UC 6 times.. these teams are bigger! teams like Porto.. The Milan clubs have not won the Serie A in 10years...
ConstantineJoseph,2021-04-18T23:46:44Z,0,Don't deduct their finances.  Just ban these oligarchical anti competition clubs by banning them outright for 7 years from any Football competition in the nation and a total ban of selling any merchandise in the country.   Just wipe them out.
dre986,2021-04-18T23:46:32Z,0,Gary is a legend🤘🏽
ellpererira,2021-04-18T23:46:19Z,0,Liverpool fan but what garry just said is 100% facts
jimwillis8475,2021-04-18T23:46:00Z,0,This literally happened with the premier league 20 years ago and everyone seemed to have forgot about that
XzMAFIAzXzSNiPeZz,2021-04-18T23:45:51Z,1,"Arsenal fan and I completely agree with Gary, do the same with them that they done to Rangers. Absolutely heartbreaking"
XxEpIcFrOzEnzZxxx,2021-04-18T23:45:31Z,11,"Gary gets it. Simple as that. I'm an Arsenal fan and I can quite proudly say I agree with every single word Mr. Neville said there. Good on him for taking a stance and giving a voice to all of us who hold these precious, historic and vital values dear. A true football man, through and through"
shumrairzkhan5797,2021-04-18T23:44:50Z,0,nevillr gonna get sacked
kevincostner6751,2021-04-18T23:44:48Z,0,"The reason why we broke out in February was because we had news of Tesla buying $ 1.5 billion worth of Bitcoin, which served as a major catalyst in further creating new all-time highs. Up until that point, we were on a downward trend and eventually trading sideways, like we're seeing now. It wasn't a technical breakout that drove Bitcoin to new highs in February, it was more fundamental news of adoption by major institutions. We need to see more of that if we're going to repeat the growth that we saw last month. Until then, I have a feeling that we're going to be trading down and sideways, looking at the current situation I would suggest tredlnq with Daniel Wright to.make more gains from all this as I have made over 8btc in just 3 waeks of trading with hlm, here are his details on Tel- gram ( @Danielwrightfx) for his assistance on strictly crypto related..."
Jack67_88,2021-04-18T23:44:41Z,0,That’s what happens when you let the billionaires in the league. Scum bags
alanpartridge4855,2021-04-18T23:44:36Z,1,“Tottenham I’m not really bothered about” 🤣🤣🤣
keithbrown9149,2021-04-18T23:44:30Z,0,"Well said Gary 👏👏 Roy 👏👏& micah 👏👏 I’m a Aberdeen fan and also a Utd fan an ordinary working guy that works hard to make money to watch my home team , that puts money into watching these teams play makes me sick !!"
clipped6963,2021-04-18T23:44:15Z,0,can someone explain to me why its so bad? Gary talking like its replacing the Premier league
Tom-mk7nd,2021-04-18T23:44:08Z,0,"If we are honest though and stop the shouting for a sec, fair competition in European domestic leagues has been gone for a while. Probably a good ten years."
Rammaldinho,2021-04-18T23:43:59Z,0,Says a bloke who’s ‘club’ won him medals off a breakaway league in ‘92. Hypocrite.
williamronaldchampion772,2021-04-18T23:43:58Z,0,RIP​ football​ i​n​ England​ if​ this​ happens​
babysasuke8595,2021-04-18T23:43:37Z,0,GLAZZERS OUT
biggeorge7605,2021-04-18T23:43:31Z,0,Super league is better
Daruosh666,2021-04-18T23:43:28Z,0,I stopped watching football 3 years ago never looked back waste of time and money
ianclarke3627,2021-04-18T23:43:24Z,1,"Think sky themselves have to take some responsibility here , extolling the so called big 6 continually when half of them haven't won the league as often as everton ,villa or Sunderland and a few others . They feel entitled and I'm sure sky would lick their lips at the prospect of a European audience for most of the games ."
davidsrimmer,2021-04-18T23:43:21Z,0,Die Hard United fan. Verge of becoming a Blackburn Rovers fan. Premier league should also take note of the multiple TV deals every year. Can afford to see them live can't afford to watch them on the tele with 3 different subscriptions. Greed Greed Greed
